timestamp,flow,pressure,pump_rpm,tank_level,power,label
2025-01-01 00:00:00,509.93428306022463,67.88120158988649,1766.0752634756388,14.713153567082141,405.22429371500226,0.0
2025-01-01 00:01:00,497.2347139765763,67.73292945808073,1784.7250268473174,14.93468819251938,404.249853888035,0.0
2025-01-01 00:02:00,512.9537707620138,61.021784136849924,1770.1309469477428,15.128589757175163,385.9522023129176,0.0
2025-01-01 00:03:00,530.4605971281605,68.3495490414928,1805.520902347306,16.89372292329236,408.69376332645606,0.0
2025-01-01 00:04:00,495.31693250553326,73.66414540910873,1859.8589265730957,13.505565383026513,377.6487598663507,0.0
2025-01-01 00:05:00,495.3172608610164,63.62883940461602,1761.4478921429397,13.30730601697468,390.1872351135951,0.0
2025-01-01 00:06:00,531.5842563101478,75.24241325525296,1850.0410248884207,17.47323948428595,370.01368280653287,0.0
2025-01-01 00:07:00,515.3486945830582,72.43887410542169,1760.9163963826556,14.074710516237403,423.3793977544422,0.0
2025-01-01 00:08:00,490.61051228130094,66.32883339014481,1757.6186393751557,12.473929292845867,396.5267575908206,0.0
2025-01-01 00:09:00,510.8512008717193,69.29235181331076,1840.9297309171607,14.02974011580026,432.50326052224466,0.0
2025-01-01 00:10:00,490.73164614375077,77.99160903820517,1846.0968189003809,14.339894529511998,412.04424889779244,0.0
2025-01-01 00:11:00,490.68540492859483,73.66773906752933,1842.5704968381326,18.10992545545153,406.7214732002654,0.0
2025-01-01 00:12:00,504.8392454313207,70.04391827449074,1734.210129589093,16.849652424753476,391.20658458578504,0.0
2025-01-01 00:13:00,461.73439510684403,68.81158341519507,1776.7024510963975,17.295041233264485,384.3047494646887,0.0
2025-01-01 00:14:00,465.50164334973937,70.38304535225829,1841.149429600166,16.639947284693573,407.8445736084542,0.0
2025-01-01 00:15:00,488.75424941518054,67.44118221028849,1802.0770920281948,16.892487343230627,398.92728986090526,0.0
2025-01-01 00:16:00,479.74337759331155,59.476252471404926,1746.3153576901268,13.623835746839363,379.9109452677205,0.0
2025-01-01 00:17:00,506.2849466519055,80.21088955267365,1822.915896956272,14.602795689293032,377.2471237523752,0.0
